120	22	"Cable, Submarine"	"Image File Link"		"Optional"	"Generic"
122	22	"Cable, Submarine"	"Producing Country"		"Optional"	"Generic"
124	22	"Cable, Submarine"	"Reference to a Publication"		"Optional"	"Generic"
128	22	"Cable, Submarine"	"Capture Date"		"Optional"	"Generic"
133	22	"Cable, Submarine"	"Scale Minimum"		"Optional"	"Generic"
132	22	"Cable, Submarine"	"Scale Maximum"		"Optional"	"Generic"
20666	22	"Cable, Submarine"	"Caveat"		"Optional"	"Generic"
20663	22	"Cable, Submarine"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	22	"Cable, Submarine"	"Owner Authority"		"Optional"	"Generic"
20664	22	"Cable, Submarine"	"Protective Marking"		"Optional"	"Generic"
147	22	"Cable, Submarine"	"Source Date"		"Optional"	"Generic"
148	22	"Cable, Submarine"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	22	"Cable, Submarine"	"Text File Reference"		"Optional"	"Generic"
180	22	"Cable, Submarine"	"Relative Vertical Accuracy"		"Optional"	"Generic"
5	22	"Cable, Submarine"	"Buried Depth"		"Optional"	"Specific"
11	22	"Cable, Submarine"	"Type of Cable"		"Mandatory"	"Specific"
81	22	"Cable, Submarine"	"Condition"		"Optional"	"Specific"
85	22	"Cable, Submarine"	"End Date"		"Optional"	"Specific"
86	22	"Cable, Submarine"	"Start Date"		"Optional"	"Specific"
87	22	"Cable, Submarine"	"Depth range - shoalest value"		"Optional"	"Specific"
88	22	"Cable, Submarine"	"Depth range - deepest value"		"Optional"	"Specific"
89	22	"Cable, Submarine"	"Depth units"		"Optional"	"Specific"
100	22	"Cable, Submarine"	"Horizontal Width"		"Optional"	"Specific"
99	22	"Cable, Submarine"	"Horizontal Length"		"Optional"	"Specific"
96	22	"Cable, Submarine"	"Height/Length Units"		"Optional"	"Specific"
117	22	"Cable, Submarine"	"Orientation"		"Optional"	"Specific"
301	22	"Cable, Submarine"	"Name (in national language characters)"		"Optional"	"Specific"
116	22	"Cable, Submarine"	"Name"		"Optional"	"Specific"
131	22	"Cable, Submarine"	"Restriction(s)"		"Optional"	"Specific"
144	22	"Cable, Submarine"	"Sounding Accuracy"		"Optional"	"Specific"
20589	22	"Cable, Submarine"	"Sounding Datum"		"Optional"	"Specific"
149	22	"Cable, Submarine"	"Status"		"Optional"	"Specific"
186	22	"Cable, Submarine"	"Vertical Length"		"Optional"	"Specific"
1	23	"Canal"	"Production Agency"		"Optional"	"Generic"
80	23	"Canal"	"Source Scale"		"Optional"	"Generic"
22491	23	"Canal"	"Copyright statement"		"Optional"	"Generic"
22489	23	"Canal"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	23	"Canal"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	23	"Canal"	"Supporting Textual Information"		"Optional"	"Generic"
300	23	"Canal"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	23	"Canal"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	23	"Canal"	"Image File Link"		"Optional"	"Generic"
122	23	"Canal"	"Producing Country"		"Optional"	"Generic"
124	23	"Canal"	"Reference to a Publication"		"Optional"	"Generic"
128	23	"Canal"	"Capture Date"		"Optional"	"Generic"
133	23	"Canal"	"Scale Minimum"		"Optional"	"Generic"
132	23	"Canal"	"Scale Maximum"		"Optional"	"Generic"
20666	23	"Canal"	"Caveat"		"Optional"	"Generic"
20663	23	"Canal"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	23	"Canal"	"Owner Authority"		"Optional"	"Generic"
20664	23	"Canal"	"Protective Marking"		"Optional"	"Generic"
147	23	"Canal"	"Source Date"		"Optional"	"Generic"
148	23	"Canal"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	23	"Canal"	"Text File Reference"		"Optional"	"Generic"
180	23	"Canal"	"Relative Vertical Accuracy"		"Optional"	"Generic"
12	23	"Canal"	"category of canal"		"Optional"	"Specific"
81	23	"Canal"	"Condition"		"Optional"	"Specific"
85	23	"Canal"	"End Date"		"Optional"	"Specific"
86	23	"Canal"	"Start Date"		"Optional"	"Specific"
98	23	"Canal"	"Horizontal Clearance"		"Optional"	"Specific"
100	23	"Canal"	"Horizontal Width"		"Optional"	"Specific"
301	23	"Canal"	"Name (in national language characters)"		"Optional"	"Specific"
116	23	"Canal"	"Name"		"Optional"	"Specific"
149	23	"Canal"	"Status"		"Optional"	"Specific"
96	23	"Canal"	"Height/Length Units"		"Optional"	"Specific"
1	24	"Canal Bank"	"Production Agency"		"Optional"	"Generic"
80	24	"Canal Bank"	"Source Scale"		"Optional"	"Generic"
22491	24	"Canal Bank"	"Copyright statement"		"Optional"	"Generic"
22489	24	"Canal Bank"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	24	"Canal Bank"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	24	"Canal Bank"	"Supporting Textual Information"		"Optional"	"Generic"
300	24	"Canal Bank"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	24	"Canal Bank"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	24	"Canal Bank"	"Image File Link"		"Optional"	"Generic"
122	24	"Canal Bank"	"Producing Country"		"Optional"	"Generic"
124	24	"Canal Bank"	"Reference to a Publication"		"Optional"	"Generic"
128	24	"Canal Bank"	"Capture Date"		"Optional"	"Generic"
133	24	"Canal Bank"	"Scale Minimum"		"Optional"	"Generic"
132	24	"Canal Bank"	"Scale Maximum"		"Optional"	"Generic"
20666	24	"Canal Bank"	"Caveat"		"Optional"	"Generic"
20663	24	"Canal Bank"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	24	"Canal Bank"	"Owner Authority"		"Optional"	"Generic"
20664	24	"Canal Bank"	"Protective Marking"		"Optional"	"Generic"
147	24	"Canal Bank"	"Source Date"		"Optional"	"Generic"
148	24	"Canal Bank"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	24	"Canal Bank"	"Text File Reference"		"Optional"	"Generic"
180	24	"Canal Bank"	"Relative Vertical Accuracy"		"Optional"	"Generic"
85	24	"Canal Bank"	"End Date"		"Optional"	"Specific"
86	24	"Canal Bank"	"Start Date"		"Optional"	"Specific"
81	24	"Canal Bank"	"Condition"		"Optional"	"Specific"
301	24	"Canal Bank"	"Name (in national language characters)"		"Optional"	"Specific"
116	24	"Canal Bank"	"Name"		"Optional"	"Specific"
1	25	"Cargo Transhipment Area"	"Production Agency"		"Optional"	"Generic"
80	25	"Cargo Transhipment Area"	"Source Scale"		"Optional"	"Generic"
22491	25	"Cargo Transhipment Area"	"Copyright statement"		"Optional"	"Generic"
22489	25	"Cargo Transhipment Area"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	25	"Cargo Transhipment Area"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	25	"Cargo Transhipment Area"	"Supporting Textual Information"		"Optional"	"Generic"
300	25	"Cargo Transhipment Area"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	25	"Cargo Transhipment Area"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	25	"Cargo Transhipment Area"	"Image File Link"		"Optional"	"Generic"
122	25	"Cargo Transhipment Area"	"Producing Country"		"Optional"	"Generic"
124	25	"Cargo Transhipment Area"	"Reference to a Publication"		"Optional"	"Generic"
128	25	"Cargo Transhipment Area"	"Capture Date"		"Optional"	"Generic"
133	25	"Cargo Transhipment Area"	"Scale Minimum"		"Optional"	"Generic"
132	25	"Cargo Transhipment Area"	"Scale Maximum"		"Optional"	"Generic"
20666	25	"Cargo Transhipment Area"	"Caveat"		"Optional"	"Generic"
20663	25	"Cargo Transhipment Area"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	25	"Cargo Transhipment Area"	"Owner Authority"		"Optional"	"Generic"
20664	25	"Cargo Transhipment Area"	"Protective Marking"		"Optional"	"Generic"
147	25	"Cargo Transhipment Area"	"Source Date"		"Optional"	"Generic"
148	25	"Cargo Transhipment Area"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	25	"Cargo Transhipment Area"	"Text File Reference"		"Optional"	"Generic"
180	25	"Cargo Transhipment Area"	"Relative Vertical Accuracy"		"Optional"	"Generic"
85	25	"Cargo Transhipment Area"	"End Date"		"Optional"	"Specific"
86	25	"Cargo Transhipment Area"	"Start Date"		"Optional"	"Specific"
301	25	"Cargo Transhipment Area"	"Name (in national language characters)"		"Optional"	"Specific"
116	25	"Cargo Transhipment Area"	"Name"		"Optional"	"Specific"
149	25	"Cargo Transhipment Area"	"Status"		"Optional"	"Specific"
118	25	"Cargo Transhipment Area"	"Seasonal End Date"		"Optional"	"Specific"
119	25	"Cargo Transhipment Area"	"Seasonal Start Date"		"Optional"	"Specific"
1	26	"Causeway"	"Production Agency"		"Optional"	"Generic"
80	26	"Causeway"	"Source Scale"		"Optional"	"Generic"
22491	26	"Causeway"	"Copyright statement"		"Optional"	"Generic"
22489	26	"Causeway"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	26	"Causeway"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	26	"Causeway"	"Supporting Textual Information"		"Optional"	"Generic"
300	26	"Causeway"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	26	"Causeway"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	26	"Causeway"	"Image File Link"		"Optional"	"Generic"
122	26	"Causeway"	"Producing Country"		"Optional"	"Generic"
124	26	"Causeway"	"Reference to a Publication"		"Optional"	"Generic"
128	26	"Causeway"	"Capture Date"		"Optional"	"Generic"
133	26	"Causeway"	"Scale Minimum"		"Optional"	"Generic"
132	26	"Causeway"	"Scale Maximum"		"Optional"	"Generic"
20666	26	"Causeway"	"Caveat"		"Optional"	"Generic"
20663	26	"Causeway"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	26	"Causeway"	"Owner Authority"		"Optional"	"Generic"
20664	26	"Causeway"	"Protective Marking"		"Optional"	"Generic"
147	26	"Causeway"	"Source Date"		"Optional"	"Generic"
148	26	"Causeway"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	26	"Causeway"	"Text File Reference"		"Optional"	"Generic"
180	26	"Causeway"	"Relative Vertical Accuracy"		"Optional"	"Generic"
81	26	"Causeway"	"Condition"		"Optional"	"Specific"
301	26	"Causeway"	"Name (in national language characters)"		"Optional"	"Specific"
187	26	"Causeway"	"Water Level Effect"		"Optional"	"Specific"
112	26	"Causeway"	"Nature of Construction"		"Optional"	"Specific"
116	26	"Causeway"	"Name"		"Optional"	"Specific"
149	26	"Causeway"	"Status"		"Optional"	"Specific"
1	27	"Caution Area"	"Production Agency"		"Optional"	"Generic"
80	27	"Caution Area"	"Source Scale"		"Optional"	"Generic"
22491	27	"Caution Area"	"Copyright statement"		"Optional"	"Generic"
22489	27	"Caution Area"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	27	"Caution Area"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	27	"Caution Area"	"Supporting Textual Information"	"Attribute must be populated if attribute ""Text File Reference"" is empty"	"Optional"	"Generic"
300	27	"Caution Area"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	27	"Caution Area"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	27	"Caution Area"	"Image File Link"		"Optional"	"Generic"
122	27	"Caution Area"	"Producing Country"		"Optional"	"Generic"
124	27	"Caution Area"	"Reference to a Publication"		"Optional"	"Generic"
128	27	"Caution Area"	"Capture Date"		"Optional"	"Generic"
133	27	"Caution Area"	"Scale Minimum"		"Optional"	"Generic"
132	27	"Caution Area"	"Scale Maximum"		"Optional"	"Generic"
20666	27	"Caution Area"	"Caveat"		"Optional"	"Generic"
20663	27	"Caution Area"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	27	"Caution Area"	"Owner Authority"		"Optional"	"Generic"
20664	27	"Caution Area"	"Protective Marking"		"Optional"	"Generic"
147	27	"Caution Area"	"Source Date"		"Optional"	"Generic"
148	27	"Caution Area"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	27	"Caution Area"	"Text File Reference"	"Attribute must be populated if attribute ""Supporting Textual Information"" is empty"	"Optional"	"Generic"
180	27	"Caution Area"	"Relative Vertical Accuracy"		"Optional"	"Generic"
85	27	"Caution Area"	"End Date"		"Optional"	"Specific"
86	27	"Caution Area"	"Start Date"		"Optional"	"Specific"
119	27	"Caution Area"	"Seasonal Start Date"		"Optional"	"Specific"
118	27	"Caution Area"	"Seasonal End Date"		"Optional"	"Specific"
1	28	"Checkpoint"	"Production Agency"		"Optional"	"Generic"
80	28	"Checkpoint"	"Source Scale"		"Optional"	"Generic"
22491	28	"Checkpoint"	"Copyright statement"		"Optional"	"Generic"
22489	28	"Checkpoint"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	28	"Checkpoint"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	28	"Checkpoint"	"Supporting Textual Information"		"Optional"	"Generic"
300	28	"Checkpoint"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	28	"Checkpoint"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	28	"Checkpoint"	"Image File Link"		"Optional"	"Generic"
122	28	"Checkpoint"	"Producing Country"		"Optional"	"Generic"
124	28	"Checkpoint"	"Reference to a Publication"		"Optional"	"Generic"
128	28	"Checkpoint"	"Capture Date"		"Optional"	"Generic"
133	28	"Checkpoint"	"Scale Minimum"		"Optional"	"Generic"
132	28	"Checkpoint"	"Scale Maximum"		"Optional"	"Generic"
20666	28	"Checkpoint"	"Caveat"		"Optional"	"Generic"
20663	28	"Checkpoint"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	28	"Checkpoint"	"Owner Authority"		"Optional"	"Generic"
20664	28	"Checkpoint"	"Protective Marking"		"Optional"	"Generic"
147	28	"Checkpoint"	"Source Date"		"Optional"	"Generic"
148	28	"Checkpoint"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	28	"Checkpoint"	"Text File Reference"		"Optional"	"Generic"
180	28	"Checkpoint"	"Relative Vertical Accuracy"		"Optional"	"Generic"
20516	28	"Checkpoint"	"Controlling authority"		"Mandatory"	"Specific"
14	28	"Checkpoint"	"Category of Checkpoint"		"Mandatory"	"Specific"
20678	28	"Checkpoint"	"Identification"		"Optional"	"Specific"
301	28	"Checkpoint"	"Name (in national language characters)"		"Optional"	"Specific"
116	28	"Checkpoint"	"Name"		"Optional"	"Specific"
149	28	"Checkpoint"	"Status"		"Optional"	"Specific"
1	29	"Coastguard station"	"Production Agency"		"Optional"	"Generic"
80	29	"Coastguard station"	"Source Scale"		"Optional"	"Generic"
22491	29	"Coastguard station"	"Copyright statement"		"Optional"	"Generic"
22489	29	"Coastguard station"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	29	"Coastguard station"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	29	"Coastguard station"	"Supporting Textual Information"		"Optional"	"Generic"
300	29	"Coastguard station"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	29	"Coastguard station"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	29	"Coastguard station"	"Image File Link"		"Optional"	"Generic"
122	29	"Coastguard station"	"Producing Country"		"Optional"	"Generic"
124	29	"Coastguard station"	"Reference to a Publication"		"Optional"	"Generic"
128	29	"Coastguard station"	"Capture Date"		"Optional"	"Generic"
133	29	"Coastguard station"	"Scale Minimum"		"Optional"	"Generic"
132	29	"Coastguard station"	"Scale Maximum"		"Optional"	"Generic"
20666	29	"Coastguard station"	"Caveat"		"Optional"	"Generic"
20663	29	"Coastguard station"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	29	"Coastguard station"	"Owner Authority"		"Optional"	"Generic"
20664	29	"Coastguard station"	"Protective Marking"		"Optional"	"Generic"
147	29	"Coastguard station"	"Source Date"		"Optional"	"Generic"
148	29	"Coastguard station"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	29	"Coastguard station"	"Text File Reference"		"Optional"	"Generic"
180	29	"Coastguard station"	"Relative Vertical Accuracy"		"Optional"	"Generic"
85	29	"Coastguard station"	"End Date"		"Optional"	"Specific"
86	29	"Coastguard station"	"Start Date"		"Optional"	"Specific"
301	29	"Coastguard station"	"Name (in national language characters)"		"Optional"	"Specific"
116	29	"Coastguard station"	"Name"		"Optional"	"Specific"
118	29	"Coastguard station"	"Seasonal End Date"		"Optional"	"Specific"
119	29	"Coastguard station"	"Seasonal Start Date"		"Optional"	"Specific"
149	29	"Coastguard station"	"Status"		"Optional"	"Specific"
1	30	"Coastline"	"Production Agency"		"Optional"	"Generic"
80	30	"Coastline"	"Source Scale"		"Optional"	"Generic"
22491	30	"Coastline"	"Copyright statement"		"Optional"	"Generic"
22489	30	"Coastline"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	30	"Coastline"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	30	"Coastline"	"Supporting Textual Information"		"Optional"	"Generic"
300	30	"Coastline"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	30	"Coastline"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	30	"Coastline"	"Image File Link"		"Optional"	"Generic"
122	30	"Coastline"	"Producing Country"		"Optional"	"Generic"
124	30	"Coastline"	"Reference to a Publication"		"Optional"	"Generic"
128	30	"Coastline"	"Capture Date"		"Optional"	"Generic"
133	30	"Coastline"	"Scale Minimum"		"Optional"	"Generic"
132	30	"Coastline"	"Scale Maximum"		"Optional"	"Generic"
20666	30	"Coastline"	"Caveat"		"Optional"	"Generic"
20663	30	"Coastline"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	30	"Coastline"	"Owner Authority"		"Optional"	"Generic"
20664	30	"Coastline"	"Protective Marking"		"Optional"	"Generic"
147	30	"Coastline"	"Source Date"		"Optional"	"Generic"
148	30	"Coastline"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	30	"Coastline"	"Text File Reference"		"Optional"	"Generic"
180	30	"Coastline"	"Relative Vertical Accuracy"		"Optional"	"Generic"
15	30	"Coastline"	"Category of Coastline"		"Mandatory"	"Specific"
75	30	"Coastline"	"Colour"		"Optional"	"Specific"
82	30	"Coastline"	"Conspicuous, Radar"		"Optional"	"Specific"
83	30	"Coastline"	"Conspicuous, Visually"		"Optional"	"Specific"
90	30	"Coastline"	"Elevation"		"Optional"	"Specific"
96	30	"Coastline"	"Height/Length Units"		"Optional"	"Specific"
301	30	"Coastline"	"Name (in national language characters)"		"Optional"	"Specific"
116	30	"Coastline"	"Name"		"Optional"	"Specific"
185	30	"Coastline"	"Vertical Datum"		"Optional"	"Specific"
1	31	"Contiguous Zone"	"Production Agency"		"Optional"	"Generic"
80	31	"Contiguous Zone"	"Source Scale"		"Optional"	"Generic"
22491	31	"Contiguous Zone"	"Copyright statement"		"Optional"	"Generic"
22489	31	"Contiguous Zone"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	31	"Contiguous Zone"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	31	"Contiguous Zone"	"Supporting Textual Information"		"Optional"	"Generic"
300	31	"Contiguous Zone"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	31	"Contiguous Zone"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	31	"Contiguous Zone"	"Image File Link"		"Optional"	"Generic"
122	31	"Contiguous Zone"	"Producing Country"		"Optional"	"Generic"
124	31	"Contiguous Zone"	"Reference to a Publication"		"Optional"	"Generic"
128	31	"Contiguous Zone"	"Capture Date"		"Optional"	"Generic"
133	31	"Contiguous Zone"	"Scale Minimum"		"Optional"	"Generic"
132	31	"Contiguous Zone"	"Scale Maximum"		"Optional"	"Generic"
20666	31	"Contiguous Zone"	"Caveat"		"Optional"	"Generic"
20663	31	"Contiguous Zone"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	31	"Contiguous Zone"	"Owner Authority"		"Optional"	"Generic"
20664	31	"Contiguous Zone"	"Protective Marking"		"Optional"	"Generic"
147	31	"Contiguous Zone"	"Source Date"		"Optional"	"Generic"
148	31	"Contiguous Zone"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	31	"Contiguous Zone"	"Text File Reference"		"Optional"	"Generic"
180	31	"Contiguous Zone"	"Relative Vertical Accuracy"		"Optional"	"Generic"
20677	31	"Contiguous Zone"	"Interpolated line characteristic"		"Optional"	"Specific"
85	31	"Contiguous Zone"	"End Date"		"Optional"	"Specific"
86	31	"Contiguous Zone"	"Start Date"		"Optional"	"Specific"
111	31	"Contiguous Zone"	"Nationality"		"Mandatory"	"Specific"
149	31	"Contiguous Zone"	"Status"		"Mandatory"	"Specific"
1	32	"Continental Shelf Area"	"Production Agency"		"Optional"	"Generic"
80	32	"Continental Shelf Area"	"Source Scale"		"Optional"	"Generic"
22491	32	"Continental Shelf Area"	"Copyright statement"		"Optional"	"Generic"
22489	32	"Continental Shelf Area"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	32	"Continental Shelf Area"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	32	"Continental Shelf Area"	"Supporting Textual Information"		"Optional"	"Generic"
300	32	"Continental Shelf Area"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	32	"Continental Shelf Area"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	32	"Continental Shelf Area"	"Image File Link"		"Optional"	"Generic"
122	32	"Continental Shelf Area"	"Producing Country"		"Optional"	"Generic"
124	32	"Continental Shelf Area"	"Reference to a Publication"		"Optional"	"Generic"
128	32	"Continental Shelf Area"	"Capture Date"		"Optional"	"Generic"
133	32	"Continental Shelf Area"	"Scale Minimum"		"Optional"	"Generic"
132	32	"Continental Shelf Area"	"Scale Maximum"		"Optional"	"Generic"
20666	32	"Continental Shelf Area"	"Caveat"		"Optional"	"Generic"
20663	32	"Continental Shelf Area"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	32	"Continental Shelf Area"	"Owner Authority"		"Optional"	"Generic"
20664	32	"Continental Shelf Area"	"Protective Marking"		"Optional"	"Generic"
147	32	"Continental Shelf Area"	"Source Date"		"Optional"	"Generic"
148	32	"Continental Shelf Area"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	32	"Continental Shelf Area"	"Text File Reference"		"Optional"	"Generic"
180	32	"Continental Shelf Area"	"Relative Vertical Accuracy"		"Optional"	"Generic"
20677	32	"Continental Shelf Area"	"Interpolated line characteristic"		"Optional"	"Specific"
111	32	"Continental Shelf Area"	"Nationality"		"Mandatory"	"Specific"
301	32	"Continental Shelf Area"	"Name (in national language characters)"		"Optional"	"Specific"
116	32	"Continental Shelf Area"	"Name"		"Optional"	"Specific"
149	32	"Continental Shelf Area"	"Status"		"Mandatory"	"Specific"
1	33	"Control Point"	"Production Agency"		"Optional"	"Generic"
80	33	"Control Point"	"Source Scale"		"Optional"	"Generic"
22491	33	"Control Point"	"Copyright statement"		"Optional"	"Generic"
22489	33	"Control Point"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	33	"Control Point"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	33	"Control Point"	"Supporting Textual Information"		"Optional"	"Generic"
300	33	"Control Point"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	33	"Control Point"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	33	"Control Point"	"Image File Link"		"Optional"	"Generic"
122	33	"Control Point"	"Producing Country"		"Optional"	"Generic"
124	33	"Control Point"	"Reference to a Publication"		"Optional"	"Generic"
128	33	"Control Point"	"Capture Date"		"Optional"	"Generic"
133	33	"Control Point"	"Scale Minimum"		"Optional"	"Generic"
132	33	"Control Point"	"Scale Maximum"		"Optional"	"Generic"
20666	33	"Control Point"	"Caveat"		"Optional"	"Generic"
20663	33	"Control Point"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	33	"Control Point"	"Owner Authority"		"Optional"	"Generic"
20664	33	"Control Point"	"Protective Marking"		"Optional"	"Generic"
147	33	"Control Point"	"Source Date"		"Optional"	"Generic"
148	33	"Control Point"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	33	"Control Point"	"Text File Reference"		"Optional"	"Generic"
180	33	"Control Point"	"Relative Vertical Accuracy"		"Optional"	"Generic"
16	33	"Control Point"	"Class of Control Point"		"Mandatory"	"Specific"
85	33	"Control Point"	"End Date"		"Optional"	"Specific"
86	33	"Control Point"	"Start Date"		"Optional"	"Specific"
90	33	"Control Point"	"Elevation"		"Optional"	"Specific"
96	33	"Control Point"	"Height/Length Units"		"Optional"	"Specific"
301	33	"Control Point"	"Name (in national language characters)"		"Optional"	"Specific"
116	33	"Control Point"	"Name"		"Optional"	"Specific"
185	33	"Control Point"	"Vertical Datum"		"Optional"	"Specific"
1	34	"Conveyor"	"Production Agency"		"Optional"	"Generic"
80	34	"Conveyor"	"Source Scale"		"Optional"	"Generic"
22491	34	"Conveyor"	"Copyright statement"		"Optional"	"Generic"
22489	34	"Conveyor"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	34	"Conveyor"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	34	"Conveyor"	"Supporting Textual Information"		"Optional"	"Generic"
300	34	"Conveyor"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	34	"Conveyor"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	34	"Conveyor"	"Image File Link"		"Optional"	"Generic"
122	34	"Conveyor"	"Producing Country"		"Optional"	"Generic"
124	34	"Conveyor"	"Reference to a Publication"		"Optional"	"Generic"
128	34	"Conveyor"	"Capture Date"		"Optional"	"Generic"
133	34	"Conveyor"	"Scale Minimum"		"Optional"	"Generic"
132	34	"Conveyor"	"Scale Maximum"		"Optional"	"Generic"
20666	34	"Conveyor"	"Caveat"		"Optional"	"Generic"
20663	34	"Conveyor"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	34	"Conveyor"	"Owner Authority"		"Optional"	"Generic"
20664	34	"Conveyor"	"Protective Marking"		"Optional"	"Generic"
147	34	"Conveyor"	"Source Date"		"Optional"	"Generic"
148	34	"Conveyor"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	34	"Conveyor"	"Text File Reference"		"Optional"	"Generic"
180	34	"Conveyor"	"Relative Vertical Accuracy"		"Optional"	"Generic"
17	34	"Conveyor"	"Type of Conveyor"		"Mandatory"	"Specific"
75	34	"Conveyor"	"Colour"		"Optional"	"Specific"
76	34	"Conveyor"	"Colour Pattern"		"Optional"	"Specific"
81	34	"Conveyor"	"Condition"		"Optional"	"Specific"
82	34	"Conveyor"	"Conspicuous, Radar"		"Optional"	"Specific"
83	34	"Conveyor"	"Conspicuous, Visually"		"Optional"	"Specific"
85	34	"Conveyor"	"End Date"		"Optional"	"Specific"
86	34	"Conveyor"	"Start Date"		"Optional"	"Specific"
95	34	"Conveyor"	"Height"		"Optional"	"Specific"
96	34	"Conveyor"	"Height/Length Units"		"Optional"	"Specific"
106	34	"Conveyor"	"Lifting Capacity"		"Optional"	"Specific"
301	34	"Conveyor"	"Name (in national language characters)"		"Optional"	"Specific"
116	34	"Conveyor"	"Name"		"Optional"	"Specific"
123	34	"Conveyor"	"Product"		"Optional"	"Specific"
149	34	"Conveyor"	"Status"		"Optional"	"Specific"
181	34	"Conveyor"	"Vertical Clearance"		"Optional"	"Specific"
185	34	"Conveyor"	"Vertical Datum"		"Optional"	"Specific"
186	34	"Conveyor"	"Vertical Length"		"Optional"	"Specific"
