60	"Type of Shoreline Construction"	3	"mole"	"a form of breakwater alongside which vessels may lie on the sheltered side only; in some cases it may lie entirely within an artificial harbour, permitting vessels to lie along both sides. (IHO Chart Specifications, M-4)"
60	"Type of Shoreline Construction"	4	"pier (jetty)"	"a long, narrow structure extending into the water to afford a berthing place for vessels, to serve as a promenade, etc. (IHO Dictionary, S-32, 5th Edition, 3833)"
60	"Type of Shoreline Construction"	5	"promenade pier"	"a pier built only for recreational purposes. (IHO Chart Specifications, M-4)"
60	"Type of Shoreline Construction"	6	"wharf (quay)"	"a structure serving as a berthing place for vessels. (IHO Dictionary, S-32, 5th Edition, 5985)"
60	"Type of Shoreline Construction"	7	"training wall"	"a wall or bank, often submerged, built to direct or confine the flow of a river or tidal current, or to promote a scour action. (adapted from IHO Dictionary, S-32, 5th Edition, 5586 and IHO Chart Specifications, M-4)"
60	"Type of Shoreline Construction"	8	"rip rap"	"A layer of broken rock, cobbles, boulders, or fragments of sufficient size to resist the erosive forces of flowing water and wave action. (Adapted from Marine Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)"
60	"Type of Shoreline Construction"	9	"revetment"	"facing of stone or other material, either permanent or temporary, placed along the edge of a stream, river or canal to stabilize the bank and to protect it from the erosive action of the stream. (adapted from IHO Dictionary, S-32, 5th Edition, 4379)"
60	"Type of Shoreline Construction"	10	"sea wall"	"an embankment or wall for protection against waves or tidal action along a shore or water front. (IHO Dictionary, S-32, 5th Edition, 4584)"
60	"Type of Shoreline Construction"	11	"landing steps"	"steps at the shoreline as the connection between land and water on different levels.(S-57 Annex A, Appendix A, IHO Object Catalogue)"
60	"Type of Shoreline Construction"	12	"ramp"	"a sloping structure that can either be used as a landing place, at variable water levels, for small vessels, landing ships, or a ferry boat, or for hauling a cradle carrying a vessel which may include rails. (adapted from IHO Dictionary, S-32, 5th Edition, 4209)"
60	"Type of Shoreline Construction"	13	"slipway"	"the prepared and usually reinforced inclined surface on which keel- and bilge-blocks are laid for supporting a vessel under construction. (IHO Dictionary, S-32, 5th Edition, 4775)"
60	"Type of Shoreline Construction"	14	"fender"	"a protective structure designed to cushion the impact of a vessel and prevent damage.(S-57 Annex A, Appendix A, IHO Object Catalogue)"
60	"Type of Shoreline Construction"	15	"solid face wharf"	"a wharf consisting of a solid wall of concrete, masonry, wood etc., such that the water cannot circulate freely under the wharf. (Capt A Rae, pilot, Port of Halifax &amp; Mr R Morash, wharf building engineer, Transport Canada)"
60	"Type of Shoreline Construction"	16	"open face wharf"	"a wharf supported on piles or other structures which allow free circulation of water under the wharf. (Capt A Rae, pilot, Port of Halifax &amp; Mr R Morash, wharf building engineer, Transport Canada)"
60	"Type of Shoreline Construction"	17	"log ramp"	"an inclined plane used to dump logs into the water for transport, or to haul logs out of the water for processing."
60	"Type of Shoreline Construction"	501	"artificial obstacle"	"Man-made structure that acts as an obstacle to landing operations. (AML)"
60	"Type of Shoreline Construction"	502	"natural obstacle"	"Natural structure that acts as an obstacle to landing operations. (AML)"
61	"Category of signal station, traffic"	1	"port control"	"A signal station for the control of vessels within a port."
61	"Category of signal station, traffic"	2	"port entry and departure"	"A signal station for the control of vessels entering or leaving a port."
61	"Category of signal station, traffic"	3	"International Port Traffic"	"A signal station displaying International Port Traffic signals."
61	"Category of signal station, traffic"	4	"berthing"	"A signal station for the control of vessels when berthing."
61	"Category of signal station, traffic"	5	"dock"	"A signal station for the control of vessels entering or leaving a dock."
61	"Category of signal station, traffic"	6	"lock"	"A signal station for the control of vessels entering or leaving a lock."
61	"Category of signal station, traffic"	7	"flood barrage"	"A signal station for the control of vessels wishing to pass through a flood control barrage."
61	"Category of signal station, traffic"	8	"bridge passage"	"A signal station for the control of vessels wishing to pass under a bridge."
61	"Category of signal station, traffic"	9	"dredging"	"A signal station indicating when dredging is in progress."
61	"Category of signal station, traffic"	10	"traffic control light"	"Visual signal lights placed in a waterway to indicate to shipping the movements authorised at the time at which they are shown."
62	"Category of signal station, warning"	1	"danger"	"a signal or message warning of the presence of a danger to navigation."
62	"Category of signal station, warning"	2	"maritime obstruction"	"a signal or message warning of the presence of a maritime obstruction."
62	"Category of signal station, warning"	3	"cable"	"a signal or message warning of the presence of a cable."
62	"Category of signal station, warning"	4	"military practice"	"a signal or message warning of activity in a military practice area."
62	"Category of signal station, warning"	5	"distress"	"a station that may receive or transmit distress signals."
62	"Category of signal station, warning"	6	"weather"	"a visual signal displayed to indicate a weather forecast. (IHO Dictionary, S-32, 5th Edition, 4740)"
62	"Category of signal station, warning"	7	"storm"	"a signal or message conveying information about storm conditions."
62	"Category of signal station, warning"	8	"ice"	"a signal or message conveying information about ice conditions."
62	"Category of signal station, warning"	9	"time"	"an accurate signal marking a specified time or time interval. It is used primarily for determining errors of timepieces. Such signals are usually sent from an observatory by radio or telegraph, but visual signals are used at some ports. (IHO Dictionary, S-32, 5th Edition, 4735)"
62	"Category of signal station, warning"	10	"tide"	"a signal or message conveying information on tidal conditions in the area in question. (IHO Dictionary, S-32, 5th Edition, 4734)"
62	"Category of signal station, warning"	11	"tidal stream"	"a signal or message conveying information on condition of tidal currents in the area in question. (IHO Dictionary, S-32, 5th Edition, 4733)"
62	"Category of signal station, warning"	12	"tide gauge"	"a device for measuring the height of tide. A graduated staff in a sheltered area where visual observations can be made; or it may consist of an elaborate recording instrument making a continuous graphic record of tide height against time. Such an instrument is usually actuated by a float in a pipe communicating with the sea through a small hole which filters out shorter waves. (IHO Dictionary, S-32, 5th Edition, 1984)"
62	"Category of signal station, warning"	13	"tide scale"	"a visual scale which directly shows the height of the water above chart datum or a local datum. (IHO Chart Specifications, M-4, 496)"
62	"Category of signal station, warning"	14	"diving"	"a signal or message warning of diving activity"
62	"Category of signal station, warning"	15	"water level gauge"	"a device for measuring and conveying information about the water level (non-tidal) in the area in question."
63	"category of silo/tank"	1	"silo in general"	"a generally cylindrical tower used for storing fodder or grain."
63	"category of silo/tank"	2	"tank in general"	"a fixed structure for storing liquids. (IHO Dictionary, S-32, 5th Edition, 5290)"
63	"category of silo/tank"	3	"grain elevator"	"a storage building for grain. Usually a tall frame, metal or concrete structure with an especially compartmented interior. (The New Encyclopaedia Britannica Micropaedia, 15th Edition)."
63	"category of silo/tank"	4	"water tower"	"a tower with an elevated container used to hold water."
64	"Category of Slope"	1	"cutting"	"An excavation through high ground for a road, canal, etc."
64	"Category of Slope"	2	"embankment"	"An artificial elevation constructed from earth, stone, etc. carrying a road, railway or similar or serving to dam water."
64	"Category of Slope"	3	"dune"	"A mound, ridge or hill of drifted material on the sea coast or in a desert. (adapted from IHO Dictionary, S-32, 5th Edition, 1496)"
64	"Category of Slope"	4	"hill"	"A small isolated elevation, smaller than a mountain. (IHO Dictionary, S-32, 5th Edition, 2262)"
64	"Category of Slope"	5	"pingo"	"A dome-shaped hill formed in a permafrost area when the hydrostatic pressure of freezing ground water causes the upheaval of a layer of frozen ground. (Encyclopaedia Britannica Mycropaedia, 15th Edition)"
64	"Category of Slope"	6	"cliff"	"Land rising abruptly for a considerable distance above the water or surrounding land. (IHO Dictionary, S-32, 5th Edition, 829)"
64	"Category of Slope"	7	"scree"	"Rocky debris on the side or at the foot of a mountain forming a steep stony slope."
65	"category of small craft facility"	1	"visitors berth"	"a berth set aside for the use of visiting vessels."
65	"category of small craft facility"	2	"nautical club"	"a club for mariners generally associated with other small craft facilities."
65	"category of small craft facility"	3	"boat hoist"	"a hoist for lifting boats out of the water."
65	"category of small craft facility"	4	"sailmaker"	"a place where sails are made or may be taken for repair."
65	"category of small craft facility"	5	"boatyard"	"a place on shore where boats may be built, stored and repaired."
65	"category of small craft facility"	6	"public inn"	"a public house providing food, drink and accommodation. (The Collins Reference English Dictionary, 1992)"
65	"category of small craft facility"	7	"restaurant"	"a commercial establishment serving food. (The Collins Reference Dictionary, 1992)"
65	"category of small craft facility"	8	"chandler"	"a dealer in ships= supplies. (The Collins Reference Dictionary, 1992)"
65	"category of small craft facility"	9	"provisions"	"a place where food and other such supplies are available."
65	"category of small craft facility"	10	"doctor"	"a place where a doctor is available to provide medical attention."
65	"category of small craft facility"	11	"pharmacy"	"a place where medical drugs are dispensed."
65	"category of small craft facility"	12	"water tap"	"a place where fresh water is available."
65	"category of small craft facility"	13	"fuel station"	"a place where fuel is available."
65	"category of small craft facility"	14	"electricity"	"a place where a connection to an electrical supply is available."
65	"category of small craft facility"	15	"bottle gas"	"a place where bottled gas is available."
65	"category of small craft facility"	16	"showers"	"a place where showers are available."
65	"category of small craft facility"	17	"launderette"	"a place where there are facilities for washing clothes."
65	"category of small craft facility"	18	"public toilets"	"a place where toilets are available for public use."
65	"category of small craft facility"	19	"post box"	"a place where mail may be posted."
65	"category of small craft facility"	20	"public telephone"	"a place where a telephone is available for public use."
65	"category of small craft facility"	21	"refuse bin"	"a place where refuse may be dumped."
65	"category of small craft facility"	22	"car park"	"a place where cars may be parked."
65	"category of small craft facility"	23	"parking for boats and trailers"	"a place on shore where boats and/or trailers may be parked."
65	"category of small craft facility"	24	"caravan site"	"a place where caravans may be parked or where caravan accommodation is provided."
65	"category of small craft facility"	25	"camping site"	"a place where visitors may pitch tents and camp."
65	"category of small craft facility"	26	"sewerage pump-out station"	"a place where sewerage may be pumped off a vessel."
65	"category of small craft facility"	27	"emergency telephone"	"a place where a telephone is available for emergency use only."
65	"category of small craft facility"	28	"landing/launching place for boats"	"a place where boats may be landed or launched."
65	"category of small craft facility"	29	"visitors mooring"	"a mooring set aside for the use of visiting vessels."
65	"category of small craft facility"	30	"scrubbing berth"	"a place where vessels may berth for the purpose of careening."
65	"category of small craft facility"	31	"picnic area"	"a place where people may go to eat a picnic."
65	"category of small craft facility"	32	"mechanics workshop"	"a place where mechanical repairs can be undertaken to engines or other vessel equipment."
65	"category of small craft facility"	33	"guard and/or security service"	"a place where a vessel is patrolled by a security service or stored in a secure lockup."
66	"Category of Special Purpose Mark"	1	"firing danger mark"	"a mark used to indicate a firing danger area, usually at sea."
66	"Category of Special Purpose Mark"	2	"target mark"	"any object toward which something is directed. The distinctive marking or instrumentation of a ground point to aid its identification on a photograph. (Adapted from IHO Dictionary, S-32, 5th Edition, 5309)"
66	"Category of Special Purpose Mark"	3	"marker ship"	"a mark marking the position of a ship which is used as a target during some military exercise. (BSH)"
66	"Category of Special Purpose Mark"	4	"degaussing range mark"	"a mark used to indicate a degaussing range."
66	"Category of Special Purpose Mark"	5	"barge mark"	"a mark of relevance to barges."
66	"Category of Special Purpose Mark"	6	"cable mark"	"a mark used to indicate the position of submarine cables or the point at which they run on to the land."
66	"Category of Special Purpose Mark"	7	"spoil ground mark"	"a mark used to indicate the limit of a spoil ground (adapted from IHO Dictionary, S-32, 5th Edition, 4931)."
66	"Category of Special Purpose Mark"	8	"outfall mark"	"a mark used to indicate the position of an outfall or the point at which it leaves the land."
66	"Category of Special Purpose Mark"	9	"ODAS"	"Ocean Data Acquisition System (IHO Dictionary, S-32, 5th Edition, 5953)"
66	"Category of Special Purpose Mark"	10	"recording mark"	"a mark used to record data for scientific purposes."
66	"Category of Special Purpose Mark"	11	"seaplane anchorage mark"	"a mark used to indicate a seaplane anchorage."
66	"Category of Special Purpose Mark"	12	"recreation zone mark"	"a mark used to indicate a recreation zone."
66	"Category of Special Purpose Mark"	13	"private mark"	"a privately maintained mark."
66	"Category of Special Purpose Mark"	14	"mooring mark"	"a mark indicating a mooring or moorings."
66	"Category of Special Purpose Mark"	15	"LANBY"	"a large buoy designed to take the place of a lightship where construction of an offshore light station is not feasible. (IHO Dictionary, S-32, 5th Edition, 2656)"
66	"Category of Special Purpose Mark"	16	"leading mark"	"aids to navigation or other indicators so located as to indicate the path to be followed. Leading marks identify a leading line when they are in transit. (IHO Dictionary, S-32, 5th Edition, 2697)"
66	"Category of Special Purpose Mark"	17	"measured distance mark"	"a mark forming part of a transit indicating one end of a measured distance."
66	"Category of Special Purpose Mark"	18	"notice mark"	"a notice board or sign indicating information to the mariner."
66	"Category of Special Purpose Mark"	19	"TSS mark"	"a mark indicating a traffic separation scheme."
66	"Category of Special Purpose Mark"	20	"anchoring prohibited mark"	"a mark indicating an anchoring prohibited area."
66	"Category of Special Purpose Mark"	21	"berthing prohibited mark"	"a mark indicating that berthing is prohibited."
66	"Category of Special Purpose Mark"	22	"overtaking prohibited mark"	"a mark indicating that overtaking is prohibited."
66	"Category of Special Purpose Mark"	23	"two-way traffic prohibited mark"	"a mark indicating a one-way route."
66	"Category of Special Purpose Mark"	24	"'reduced wake' mark"	"a mark indicating that vessels must not generate excessive wake."
66	"Category of Special Purpose Mark"	25	"speed limit mark"	"a mark indicating that a speed limit applies."
66	"Category of Special Purpose Mark"	26	"stop mark"	"a mark indicating the place where the bow of a ship must stop when traffic lights"
66	"Category of Special Purpose Mark"	27	"general warning mark"	"a mark  indicating that special caution must be exercised in the vicinity of the mark."
66	"Category of Special Purpose Mark"	28	"'sound ship's siren mark"	"a mark indicating that a ship should sound its siren or horn."
66	"Category of Special Purpose Mark"	29	"restricted vertical clearance mark"	"a mark indicating the minimum vertical space available for passage."
66	"Category of Special Purpose Mark"	30	"maximum vessel's draught mark"	"a mark indicating the maximum draught of vessel permitted."
66	"Category of Special Purpose Mark"	31	"restricted horizontal clearance mark"	"a mark indicating the minimum horizontal space available for passage."
66	"Category of Special Purpose Mark"	32	"strong current warning mark"	"a mark warning of strong currents."
66	"Category of Special Purpose Mark"	33	"berthing permitted mark"	"a mark indicating that berthing is allowed."
66	"Category of Special Purpose Mark"	34	"overhead power cable mark"	"a mark indicating an overhead power cable."
66	"Category of Special Purpose Mark"	35	"'channel edge gradient' mark"	"a mark indicating the gradient of the slope of a dredge channel edge."
66	"Category of Special Purpose Mark"	36	"telephone mark"	"a mark indicating the presence of a telephone."
66	"Category of Special Purpose Mark"	37	"ferry crossing mark"	"a mark  indicating that a ferry route crosses the ship route; often used with a `sound ship's siren' mark."
66	"Category of Special Purpose Mark"	39	"pipeline mark"	"a mark used to indicate the position of submarine pipelines or the point at which they run on to the land."
66	"Category of Special Purpose Mark"	40	"anchorage mark"	"a mark indicating an anchorage area."
66	"Category of Special Purpose Mark"	41	"clearing mark"	"a mark used to indicate a clearing line."
66	"Category of Special Purpose Mark"	42	"control mark"	"a mark indicating the location at which a restriction or requirement exists."
66	"Category of Special Purpose Mark"	43	"diving mark"	"a mark indicating that diving may take place in the vicinity."
66	"Category of Special Purpose Mark"	44	"refuge beacon"	"a mark providing or indicating a place of safety."
66	"Category of Special Purpose Mark"	45	"foul ground mark"	"a mark indicating a foul ground."
66	"Category of Special Purpose Mark"	46	"yachting mark"	"a mark installed for use by yachtsmen."
66	"Category of Special Purpose Mark"	47	"heliport mark"	"a mark indicating an area where helicopters may land."
66	"Category of Special Purpose Mark"	48	"GPS mark"	"a mark indicating a location at which a GPS position has been accurately determined."
66	"Category of Special Purpose Mark"	49	"seaplane landing mark"	"a mark indicating an area where sea-planes land."
66	"Category of Special Purpose Mark"	50	"entry prohibited mark"	"a mark indicating that entry is prohibited."
66	"Category of Special Purpose Mark"	51	"work in progress mark"	"a mark indicating that work (generally construction) is in progress."
66	"Category of Special Purpose Mark"	52	"mark with unknown purpose"	"a mark whose detailed characteristics are unknown."
66	"Category of Special Purpose Mark"	53	"wellhead mark"	"a mark indicating a borehole that produces or is capable of producing oil or natural gas. (adapted from IHO Dictionary, S-32, 5th Edition, 5971)"
66	"Category of Special Purpose Mark"	54	"channel separation mark"	"a mark indicating the point at which a channel divides separately into two channels."
66	"Category of Special Purpose Mark"	55	"marine farm mark"	"a mark indicating the existence of a fish, mussel, oyster or pearl farm/ culture."
66	"Category of Special Purpose Mark"	56	"artificial reef mark"	"a mark indicating the existence or the extent of an artificial reef."
67	"Category of Traffic Separation Scheme"	1	"IMO - adopted"	"a defined Traffic Separation Scheme that has been adopted as an IMO routing measure."
67	"Category of Traffic Separation Scheme"	2	"not IMO adopted"	"a defined Traffic Separation Scheme that has not been adopted as an IMO routing measure."
68	"Category of vegetation"	1	"grass"	"vegetation belonging to a group of plants with green blades that are eaten by cattle, sheep, etc. (The Concise Oxford Dictionary)"
68	"Category of vegetation"	3	"bush"	"a shrub or clump of shrubs with stems of moderate length. (The Concise Oxford Dictionary)"
68	"Category of vegetation"	4	"deciduous wood"	"a wood with trees that shed their leaves annually. (Bundesamt fur Seeschiffahrtund Hydrographie, Germany)"
68	"Category of vegetation"	5	"coniferous wood"	"a wood with evergreen trees of a group usually bearing cones, including yews, cedars and redwoods. (Bundesamt fur Seeschiffahrt und Hydrographie,Germany)"
68	"Category of vegetation"	6	"wood in general (including mixed wood)"	"growing trees densely occupying a tract of land. (The Concise Oxford Dictionary)"
68	"Category of vegetation"	7	"mangroves"	"one of several genera of tropical trees or shrubs which produce many prop roots and grow along low lying coasts into shallow water. (IHO Dictionary, S-32, 5th Edition, 3064)"
68	"Category of vegetation"	10	"mixed crops"	"a mixture of arable crops."
68	"Category of vegetation"	11	"reed"	"any of various water or marsh plants with a firm stem. (The Concise Oxford Dictionary)"
68	"Category of vegetation"	12	"moss"	"any small cryptogamous plant of the class Musci, growing in dense clusters on the surface of the ground in bogs, on trees, stones, etc. (The Concise Oxford Dictionary)"
68	"Category of vegetation"	13	"tree in general"	"a woody perennial plant, having a self supporting main stem or trunk."
68	"Category of vegetation"	14	"evergreen tree"	"a tree which keeps its foliage all year round."
68	"Category of vegetation"	15	"coniferous tree"	"a cone-bearing, needle-leaved or scale-leaved evergreen tree. (adapted from The New Encyclopaedia Britannica, 15th Edition 1991)"
68	"Category of vegetation"	16	"palm tree"	"a tropical or sub-tropical tree, shrub or vine having a tall, unbranched, columnar trunk. The trunk is crowned by a tuft or large, pleated fan or feather shaped leaves with stout sheathing and often prickly petioles (stalks), the persistent bases of which frequently clothe the trunk. (adapted from The New Encyclopaedia Britannica, 15th Edition 1991)"
68	"Category of vegetation"	17	"nipa palm tree"	"(also called Nypa palm) a rare palm tree with regular branching involving equal or sub-equal division of the apex that results in forking. (adapted from The New Encyclopaedia Britannica, 15th Edition 1991)"
68	"Category of vegetation"	18	"casuarina tree"	"(also called beefwood, Australian pine, ironwood, she-oak, swamp oak, whistling pine) a tree characterized by slender, green, often drooping branches that are deeply grooved and that bear, at intervals, whorls of tine leaves. (adapted from The New Encyclopaedia Britannica, 15th Edition 1991)"
68	"Category of vegetation"	19	"eucalypt tree"	"an instance of a large genus of mostly very large trees (90 metres). (adapted from The New Encyclopaedia Britannica, 15th Edition 1991)"
68	"Category of vegetation"	20	"deciduous tree"	"a tree which sheds its foliage for part of the year (generally in winter)."
68	"Category of vegetation"	21	"mangrove tree"	"one of several genera of tropical trees or shrubs which produce many prop roots and grow along low lying coasts in to shallow waters. (IHO Dictionary, S-32, 5th Edition, 3064)"
68	"Category of vegetation"	22	"filao tree"	"a variety of tropical or sub-tropical tree."
68	"Category of vegetation"	501	"nursery"	
68	"Category of vegetation"	502	"orchard / plantation"	
68	"Category of vegetation"	503	"vineyards"	
68	"Category of vegetation"	504	"oasis"	
68	"Category of vegetation"	505	"bamboo/cane"	
68	"Category of vegetation"	506	"fallow land"	
70	"Category of Weed/Kelp"	1	"Kelp"	"A giant plant sometimes 60 metres long with no roots, it is anchored by hold-fasts or tendrils up to 10 metres long, that cling to rock.  Gas filled bubbles on fronds act as floats keeping the kelp just below the surface. (Earth Sciences References, Mary McNeil)"
70	"Category of Weed/Kelp"	2	"Sea Weed"	"General name for marine plants of the algae class which grow in long narrow ribbons. (International Maritime Dictionary, 2nd Edition)"
70	"Category of Weed/Kelp"	3	"Sea Grass"	"Any grass-like marine alga.  Eelgrass is one of the best known seagrasses. (IHO Dictionary, S-32, 5th Edition, 4565)"
70	"Category of Weed/Kelp"	4	"Sargasso"	"A certain type of sea weed, or more generally, a large floating mass of this sea weed. (IHO Dictionary, S-32, 5th Edition, 4501)"
70	"Category of Weed/Kelp"	501	"Posidonia"	"A flowering marine plant, common in the Mediterranean, found at depths of up to 13m on sandy substrates. (AML)"
71	"Category of Wreck"	1	"non-dangerous wreck"	"a wreck which is not considered to be dangerous to surface navigation.(S-57 Annex A, Appendix A, Chapter 2 Attributes)"
71	"Category of Wreck"	2	"dangerous wreck"	"a wreck which is considered to be dangerous to surface navigation.(S-57 Annex A, Appendix A, Chapter 2 Attributes)"
71	"Category of Wreck"	3	"distributed remains of wreck"	"(foul ground) an area over which it is safe to navigate but which should be avoided for anchoring, taking the ground or ground fishing. (IHO Chart Specifications, M-4)"
71	"Category of Wreck"	4	"wreck showing mast(s)"	"wreck of which only the mast(s) is visible at the sounding datum indicated.(S-57 Annex A, Appendix A, Chapter 2 Attributes)"
71	"Category of Wreck"	5	"wreck showing any portion of hull or superstructure"	"wreck of which any portion of the hull or superstructure is visible at the sounding datum indicated.(S-57 Annex A, Appendix A, Chapter 2 Attributes)"
75	"Colour"	1	"white"	
75	"Colour"	2	"black"	
75	"Colour"	3	"red"	
75	"Colour"	4	"green"	
75	"Colour"	5	"blue"	
75	"Colour"	6	"yellow"	
75	"Colour"	7	"grey"	
75	"Colour"	8	"brown"	
75	"Colour"	9	"amber"	
75	"Colour"	10	"violet"	
75	"Colour"	11	"orange"	
75	"Colour"	12	"magenta"	
75	"Colour"	13	"pink"	
76	"Colour Pattern"	1	"horizontal stripes"	"Straight bands or stripes of differing colours painted horizontally. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
76	"Colour Pattern"	2	"vertical stripes"	"Straight bands of different colours painted vertically. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
76	"Colour Pattern"	3	"diagonal stripes"	"Straight bands or stripes of differing colours painted diagonally (ie not horizontally or vertically) (S-57 Annex A, Appendix A, IHO Object Catalogue)"
76	"Colour Pattern"	4	"squared"	"Often referred to as checker plate, where alternate colours are used to create squares similar to a chess or draught board.  The pattern may be straight or diagonal. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
76	"Colour Pattern"	5	"stripes (direction unknown)"	"Straight bands or stripes of differing colours painted in an unknown direction. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
76	"Colour Pattern"	6	"border stripe"	"A band or stripe of colour which is displayed around the outer edge of the object, which may also form a border to an inner pattern or plain colour. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
81	"Condition"	1	"under construction"	"A structure that is in the process of being built. (S-57 Annex A, Appendix A, Chapter 2 Attributes)"
81	"Condition"	2	"ruined"	"A structure in a decayed or deteriorated condition resulting from neglect or disuse, or a damaged structure in need of repair. (IHO Dictionary, S-32, 5th Edition, 4456.)"
81	"Condition"	3	"under reclamation"	"An area of the sea that is being reclaimed as land usually by the dumping of earth and other material. (S-57 Annex , Appendix A, IHO Catalogue)"
81	"Condition"	4	"wingless"	"a windmill or wind motor from which the turbine blades are missing. S-57 Annex A, Appendix A, IHO Object Catalogue)"
81	"Condition"	5	"planned construction"	"An area where a future construction is planned. (S-57 Annex A, Appendix A, Chapter 2 Attributes)"
81	"Condition"	501	"operational"	"completed, undamaged and working normally. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
82	"Conspicuous, Radar"	1	"radar conspicuous"	"An object which returns a strong radar echo. (IHO Dictionary, S-32, 5th Edition, 4142.)"
82	"Conspicuous, Radar"	2	"not radar conspicuous"	"An object which does not return a particularly strong radar echo. (S-57 Annex A, Appendix A, Chapter 2 Attributes)"
82	"Conspicuous, Radar"	3	"radar conspicuous (has radar reflector)"	"an object which returns a strong radar echo, having a radar reflector."
83	"Conspicuous, Visually"	1	"visually conspicuous"	"Term applied to an object either natural or artificial which is distinctly and notably visible from seaward. (IHO Dictionary, S-32, 5th Edition, 984.)"
83	"Conspicuous, Visually"	2	"not visually conspicuous"	"An object which is visible from seaward, but is not conspicuous. (S-57 Annex A, Appendix A, Chapter 2 Attributes)"
89	"Depth units"	1	"metres"	"depths are specified in metres (SI units of length).(S-57 Annex A,Appendix A, Chapter 2 Attributes)"
89	"Depth units"	2	"fathoms and feet"	"depths are specified in fathoms (units of six feet of depth) and feet.(S-57 Annex A,Appendix A, Chapter 2 Attributes)"
89	"Depth units"	3	"feet"	"depths are specified in feet (imperial units of length).(S-57 Annex A,Appendix A, Chapter 2 Attributes)"
89	"Depth units"	4	"fathoms and fractions"	"depths are specified in fathoms (units of six feet of depth) and fractions of fathoms.(S-57 Annex A,Appendix A, Chapter 2 Attributes)"
89	"Depth units"	501	"fathoms"	"A unit of length equal to m6 feet or 1.83 metres (AML)"
92	"Exhibition Condition of Light"	1	"light shown without change of character"	"A light shown throughout the 24 hours without change of character. (IHO Specifications, M-4)"
92	"Exhibition Condition of Light"	2	"daytime light"	"A light which is only exhibited by day. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
92	"Exhibition Condition of Light"	3	"fog light"	"A light which is exhibited in fog or conditions of reduced visibility. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
92	"Exhibition Condition of Light"	4	"night light"	"A light which is only exhibited at night. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
93	"Exposition of Sounding"	1	"within the range of depth of the surrounding depth area."	
93	"Exposition of Sounding"	2	"shoaler than the range of depth of the surrounding depth area."	
93	"Exposition of Sounding"	3	"deeper than the range of depth of the surrounding depth area where contours are missing."	
94	"Function"	2	"harbour-master's office"	"the office of the local official who has charge of mooring and berthing of vessels, collecting harbour fees, etc. (adapted from IHO Dictionary, S-32, 5th Edition, 2191)"
94	"Function"	3	"customs office"	"an office which is charged with enforcing customs regulations."
94	"Function"	4	"health office"	"the office which is charged with the administration of health laws and sanitary inspections. (adapted from The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	5	"hospital"	"an institution or establishment providing medical or surgical treatment for the ill or wounded. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	6	"post office"	"the public department, agency or organisation responsible primarily for the collection, transmission and distribution of mail. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	7	"hotel"	"an establishment, especially of a comfortable or luxurious kind, where paying visitors are provided with accommodation, meals and other services. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	8	"railway station"	"a building with platforms where trains arrive, load, discharge and depart. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	9	"police station"	"the office of the local police force."
94	"Function"	10	"water-police station"	"the headquarters of a local water-police force."
94	"Function"	11	"pilot office"	"the office or headquarters of pilots; the place where the services of a pilot may be obtained. (IHO Dictionary, S-32, 5th Edition, 3845)"
94	"Function"	12	"pilot lookout"	"a distinctive structure on shore from which personnel keep watch upon events at sea or along the coast. (IHO Dictionary, S-32, 5th Edition, 2917)"
94	"Function"	13	"bank office"	"an office for custody, deposit, loan, exchange or issue of money. (adapted from The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	14	"headquarters for district control"	"the quarters of an executive officer (director, manager, etc.) with responsibility for an administrative area."
94	"Function"	15	"transit shed/warehouse"	"a building or part of a building for storage of wares or goods. (adapted from The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	16	"factory"	"a building or buildings with equipment for manufacturing; a workshop. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	17	"power station"	"a stationary plant containing apparatus for large scale conversion of some form of energy (such as hydraulic, steam, chemical or nuclear energy) into electrical energy. (McGraw-Hill Dictionary of Scientific and Technical Terms, 3rd Edition, 1984)"
94	"Function"	18	"administrative"	"a building for the management of affairs. (adapted from The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	19	"educational facility"	"a building concerned with education (eg. school, college, university, etc.)"
94	"Function"	20	"church"	"a building for public Christian worship. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	21	"chapel"	"a place for Christian worship other than a parish, cathedral or church, especially one attached to a private house or institution. (The New Shorter Oxford English Dictionary, 1993)"
94	"Function"	22	"temple"	"a building for public Jewish worship. (adapted from The New Shorter Oxford English Dictionary, 1993)"
